"","Channel_id","Channel_title","Rank","id","α"
"1","UC76G5sz2iIXyWk7bOXK2j6g","愛美教主 TV",1,"kLuP8vr5YHU","0.0155793803895713"
"2","UC76G5sz2iIXyWk7bOXK2j6g","愛美教主 TV",1,"tobzOO1p7JY","0.0155793803895713"
"3","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"_j7vi9Ho9T4","0.0183490012959496"
"4","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"-1orNhMtQiA","0.0183490012959496"
"5","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"-h-3eF-WsHc","0.0183490012959496"
"6","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"-Ks4LA5Kuhg","0.0183490012959496"
"7","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"-YcYulz0gGE","0.0183490012959496"
"8","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"0fM5ZAtKnyw","0.0183490012959496"
"9","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"0m-UhWbIx_8","0.0183490012959496"
"10","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"0OFNJPGv7Gs","0.0183490012959496"
"11","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"1qYRgd2UIXo","0.0183490012959496"
"12","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"1vWYcyxFJnw","0.0183490012959496"
"13","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"2nzD0p5nneQ","0.0183490012959496"
"14","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"2rT93XclAUU","0.0183490012959496"
"15","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"2SZ-NHQIqAI","0.0183490012959496"
"16","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"4Yclri25mFw","0.0183490012959496"
"17","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"51XyjJqNK7k","0.0183490012959496"
"18","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"563pwhUOmlc","0.0183490012959496"
"19","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"5QwXJVPyps8","0.0183490012959496"
"20","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"5Rlh-8WBy94","0.0183490012959496"
"21","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"5Yw6uV63dS4","0.0183490012959496"
"22","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"6iTpjB-WcHE","0.0183490012959496"
"23","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"9KOysxEalZw","0.0183490012959496"
"24","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"9MLXH1Gv_CE","0.0183490012959496"
"25","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"9sPuoqBYLZI","0.0183490012959496"
"26","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"ACHpA0Zu6ig","0.0183490012959496"
"27","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"aXQxulUyVc4","0.0183490012959496"
"28","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"ayZZHhPFzr8","0.0183490012959496"
"29","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bDxZCRjPtXU","0.0183490012959496"
"30","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bJPOUeLfuJI","0.0183490012959496"
"31","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bk2qXk-8VP4","0.0183490012959496"
"32","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bVOUqMT7RbE","0.0183490012959496"
"33","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"cAtlUDP4338","0.0183490012959496"
"34","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"ckHT-szRy5A","0.0183490012959496"
"35","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"cmiDfY1OA5E","0.0183490012959496"
"36","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"CtGODshTJlI","0.0183490012959496"
"37","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"CxZvbYs1LF0","0.0183490012959496"
"38","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"eBDxKcCv4kg","0.0183490012959496"
"39","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"fFDiVGdYvnI","0.0183490012959496"
"40","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"fXWjmMfG4xM","0.0183490012959496"
"41","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"gxfz8_VPo4I","0.0183490012959496"
"42","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"HaDbHucwfJg","0.0183490012959496"
"43","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"HFAKzbaAs_0","0.0183490012959496"
"44","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"hmDo7bMj7BU","0.0183490012959496"
"45","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"HrKq8JXriZo","0.0183490012959496"
"46","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"IIt79Fjj-Hg","0.0183490012959496"
"47","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"io0w1lTHYYo","0.0183490012959496"
"48","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"iZKE2OK19iI","0.0183490012959496"
"49","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"J_kEkfwogGg","0.0183490012959496"
"50","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"j4H0PjLxjp0","0.0183490012959496"
"51","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"J8zhe21dJrM","0.0183490012959496"
"52","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"JdSmMDQ0NTU","0.0183490012959496"
"53","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"jlOfjo1RYNM","0.0183490012959496"
"54","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"jOD8D2NvvAw","0.0183490012959496"
"55","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"jYmm-P2aXm8","0.0183490012959496"
"56","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"K_YMMlvepBM","0.0183490012959496"
"57","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"k2nztHNgNlU","0.0183490012959496"
